"Xloc","Yloc","Landuse","Rock"
3.05,2.2,"Meadow","Kimmeridgian"
3.05,2.25,"Meadow","Kimmeridgian"
3.05,2.3,"Meadow","Portlandian"
3.05,2.35,"Meadow","Portlandian"
3.05,2.4,"Pasture","Portlandian"
3.05,2.45,"Pasture","Portlandian"
3.05,2.5,"Pasture","Kimmeridgian"
3.05,2.55,"Pasture","Kimmeridgian"
3.05,2.6,"Pasture","Kimmeridgian"
3.05,2.65,"Pasture","Sequanian"
3.05,2.7,"Pasture","Sequanian"
3.05,2.75,"Pasture","Sequanian"
3.05,2.8,"Meadow","Kimmeridgian"
3.05,2.85,"Meadow","Kimmeridgian"
3.05,2.9,"Pasture","Kimmeridgian"
3.05,2.95,"Pasture","Kimmeridgian"
3.05,3,"Meadow","Quaternary"
3.05,3.05,"Meadow","Quaternary"
3.05,3.1,"Meadow","Quaternary"
3.05,3.15,"Meadow","Quaternary"
3.05,3.2,"Meadow","Quaternary"
3.05,3.25,"Meadow","Quaternary"
3.05,3.3,"Pasture","Kimmeridgian"
3.05,3.35,"Pasture","Kimmeridgian"
3.05,3.4,"Pasture","Kimmeridgian"
3.05,3.45,"Pasture","Kimmeridgian"
3.05,3.5,"Pasture","Kimmeridgian"
3.05,3.55,"Pasture","Kimmeridgian"
3.05,3.6,"Pasture","Kimmeridgian"
3.05,3.65,"Pasture","Sequanian"
3.05,3.7,"Pasture","Sequanian"
3.05,3.75,"Pasture","Sequanian"
3.05,3.8,"Pasture","Sequanian"
3.05,3.85,"Pasture","Sequanian"
3.05,3.9,"Meadow","Sequanian"
3.05,3.95,"Meadow","Quaternary"
3.05,4,"Meadow","Quaternary"
3.05,4.05,"Meadow","Argovian"
3.05,4.1,"Meadow","Argovian"
3.05,4.15,"Forest","Argovian"
3.05,4.2,"Forest","Argovian"
3.05,4.25,"Forest","Argovian"
3.05,4.3,"Meadow","Quaternary"
3.05,4.35,"Meadow","Quaternary"
3.05,4.4,"Meadow","Quaternary"
3.05,4.45,"Meadow","Quaternary"
3.05,4.5,"Meadow","Quaternary"
3.05,4.55,"Meadow","Argovian"
3.05,4.6,"Meadow","Argovian"
3.05,4.65,"Meadow","Argovian"
3.05,4.7,"Meadow","Argovian"
3.05,4.75,"Meadow","Argovian"
3.05,4.8,"Meadow","Argovian"
3.05,4.85,"Meadow","Argovian"
3.05,4.9,"Meadow","Sequanian"
3.05,4.95,"Meadow","Sequanian"
3.05,5,"Meadow","Sequanian"
3.05,5.05,"Meadow","Kimmeridgian"
3.05,5.1,"Meadow","Kimmeridgian"
3.05,5.15,"Meadow","Kimmeridgian"
3.05,5.2,"Meadow","Kimmeridgian"
3.05,5.25,"Meadow","Kimmeridgian"
3.05,5.3,"Forest","Kimmeridgian"
3.05,5.35,"Forest","Kimmeridgian"
3.1,0.7,"Meadow","Kimmeridgian"
3.1,0.75,"Pasture","Kimmeridgian"
3.1,0.8,"Pasture","Kimmeridgian"
3.1,0.85,"Pasture","Sequanian"
3.1,0.9,"Pasture","Sequanian"
3.1,0.95,"Meadow","Sequanian"
3.1,1,"Meadow","Sequanian"
3.1,1.05,"Meadow","Sequanian"
3.1,1.1,"Meadow","Sequanian"
3.1,1.15,"Meadow","Sequanian"
3.1,1.2,"Meadow","Sequanian"
3.1,1.25,"Meadow","Sequanian"
3.1,1.3,"Meadow","Sequanian"
3.1,1.35,"Meadow","Sequanian"
3.1,1.4,"Meadow","Sequanian"
3.1,1.45,"Forest","Sequanian"
3.1,1.5,"Forest","Sequanian"
3.1,1.55,"Forest","Sequanian"
3.1,1.6,"Forest","Sequanian"
3.1,1.65,"Forest","Sequanian"
3.1,1.7,"Meadow","Sequanian"
3.1,1.75,"Meadow","Sequanian"
3.1,1.8,"Forest","Kimmeridgian"
3.1,1.85,"Forest","Kimmeridgian"
3.1,1.9,"Forest","Kimmeridgian"
3.1,1.95,"Forest","Kimmeridgian"
3.1,2,"Forest","Kimmeridgian"
3.1,2.05,"Meadow","Kimmeridgian"
3.1,2.1,"Meadow","Kimmeridgian"
3.1,2.15,"Meadow","Kimmeridgian"
3.1,2.2,"Meadow","Kimmeridgian"
3.1,2.25,"Meadow","Kimmeridgian"
3.1,2.3,"Meadow","Portlandian"
3.1,2.35,"Meadow","Portlandian"
3.1,2.4,"Forest","Portlandian"
3.1,2.45,"Forest","Portlandian"
3.1,2.5,"Pasture","Kimmeridgian"
3.1,2.55,"Pasture","Kimmeridgian"
3.1,2.6,"Pasture","Kimmeridgian"
3.1,2.65,"Pasture","Sequanian"
3.1,2.7,"Pasture","Sequanian"
3.1,2.75,"Pasture","Sequanian"
3.1,2.8,"Pasture","Kimmeridgian"
3.1,2.85,"Pasture","Kimmeridgian"
3.1,2.9,"Pasture","Kimmeridgian"
3.1,2.95,"Pasture","Kimmeridgian"
3.1,3,"Meadow","Quaternary"
3.1,3.05,"Meadow","Quaternary"
3.1,3.1,"Meadow","Quaternary"
3.1,3.15,"Meadow","Kimmeridgian"
3.1,3.2,"Meadow","Kimmeridgian"
3.1,3.25,"Meadow","Kimmeridgian"
3.1,3.3,"Pasture","Kimmeridgian"
3.1,3.35,"Pasture","Kimmeridgian"
3.1,3.4,"Pasture","Kimmeridgian"
3.1,3.45,"Pasture","Kimmeridgian"
3.1,3.5,"Pasture","Kimmeridgian"
3.1,3.55,"Pasture","Kimmeridgian"
3.1,3.6,"Meadow","Kimmeridgian"
3.1,3.65,"Pasture","Sequanian"
3.1,3.7,"Pasture","Sequanian"
3.1,3.75,"Pasture","Sequanian"
3.1,3.8,"Meadow","Sequanian"
3.1,3.85,"Meadow","Sequanian"
3.1,3.9,"Meadow","Sequanian"
3.1,3.95,"Meadow","Quaternary"
3.1,4,"Meadow","Quaternary"
3.1,4.05,"Meadow","Argovian"
3.1,4.1,"Meadow","Argovian"
3.1,4.15,"Meadow","Argovian"
3.1,4.2,"Meadow","Argovian"
3.1,4.25,"Meadow","Argovian"
3.1,4.3,"Meadow","Quaternary"
3.1,4.35,"Meadow","Quaternary"
3.1,4.4,"Meadow","Quaternary"
3.1,4.45,"Meadow","Quaternary"
3.1,4.5,"Meadow","Quaternary"
3.1,4.55,"Meadow","Argovian"
3.1,4.6,"Meadow","Argovian"
3.1,4.65,"Meadow","Argovian"
3.1,4.7,"Meadow","Argovian"
3.1,4.75,"Meadow","Argovian"
3.1,4.8,"Meadow","Argovian"
3.1,4.85,"Meadow","Argovian"
3.1,4.9,"Meadow","Argovian"
3.1,4.95,"Meadow","Argovian"
3.1,5,"Meadow","Sequanian"
3.1,5.05,"Tillage","Sequanian"
3.1,5.1,"Tillage","Sequanian"
3.1,5.15,"Tillage","Quaternary"
3.1,5.2,"Tillage","Quaternary"
3.1,5.25,"Tillage","Quaternary"
3.1,5.3,"Tillage","Kimmeridgian"
3.1,5.35,"Tillage","Kimmeridgian"
3.1,5.4,"Meadow","Kimmeridgian"
3.15,0.7,"Meadow","Kimmeridgian"
3.15,0.75,"Meadow","Kimmeridgian"
3.15,0.8,"Meadow","Kimmeridgian"
3.15,0.85,"Pasture","Sequanian"
3.15,0.9,"Pasture","Sequanian"
3.15,0.95,"Pasture","Sequanian"
3.15,1,"Pasture","Sequanian"
3.15,1.05,"Pasture","Sequanian"
3.15,1.1,"Meadow","Sequanian"
3.15,1.15,"Meadow","Sequanian"
3.15,1.2,"Meadow","Sequanian"
3.15,1.25,"Meadow","Sequanian"
3.15,1.3,"Meadow","Sequanian"
3.15,1.35,"Meadow","Sequanian"
3.15,1.4,"Meadow","Sequanian"
3.15,1.45,"Meadow","Sequanian"
3.15,1.5,"Meadow","Sequanian"
3.15,1.55,"Meadow","Sequanian"
3.15,1.6,"Meadow","Sequanian"
3.15,1.65,"Meadow","Sequanian"
3.15,1.7,"Forest","Sequanian"
3.15,1.75,"Forest","Sequanian"
3.15,1.8,"Forest","Sequanian"
3.15,1.85,"Forest","Kimmeridgian"
3.15,1.9,"Forest","Kimmeridgian"
3.15,1.95,"Meadow","Kimmeridgian"
3.15,2,"Meadow","Kimmeridgian"
3.15,2.05,"Meadow","Kimmeridgian"
3.15,2.1,"Meadow","Kimmeridgian"
3.15,2.15,"Meadow","Quaternary"
3.15,2.2,"Meadow","Quaternary"
3.15,2.25,"Meadow","Quaternary"
3.15,2.3,"Forest","Portlandian"
3.15,2.35,"Forest","Portlandian"
3.15,2.4,"Forest","Portlandian"
3.15,2.45,"Forest","Portlandian"
3.15,2.5,"Forest","Portlandian"
3.15,2.55,"Forest","Sequanian"
3.15,2.6,"Forest","Sequanian"
3.15,2.65,"Meadow","Sequanian"
3.15,2.7,"Meadow","Sequanian"
3.15,2.75,"Meadow","Sequanian"
3.15,2.8,"Pasture","Sequanian"
3.15,2.85,"Pasture","Sequanian"
3.15,2.9,"Pasture","Quaternary"
3.15,2.95,"Pasture","Quaternary"
3.15,3,"Meadow","Quaternary"
3.15,3.05,"Meadow","Quaternary"
3.15,3.1,"Meadow","Quaternary"
3.15,3.15,"Meadow","Kimmeridgian"
3.15,3.2,"Meadow","Kimmeridgian"
3.15,3.25,"Meadow","Kimmeridgian"
3.15,3.3,"Pasture","Kimmeridgian"
3.15,3.35,"Pasture","Kimmeridgian"
3.15,3.4,"Pasture","Kimmeridgian"
3.15,3.45,"Pasture","Kimmeridgian"
3.15,3.5,"Pasture","Kimmeridgian"
3.15,3.55,"Pasture","Kimmeridgian"
3.15,3.6,"Pasture","Kimmeridgian"
3.15,3.65,"Meadow","Kimmeridgian"
3.15,3.7,"Meadow","Kimmeridgian"
3.15,3.75,"Meadow","Sequanian"
3.15,3.8,"Meadow","Sequanian"
3.15,3.85,"Meadow","Sequanian"
3.15,3.9,"Meadow","Sequanian"
3.15,3.95,"Meadow","Sequanian"
3.15,4,"Meadow","Sequanian"
3.15,4.05,"Meadow","Argovian"
3.15,4.1,"Meadow","Argovian"
3.15,4.15,"Meadow","Argovian"
3.15,4.2,"Meadow","Argovian"
3.15,4.25,"Meadow","Argovian"
3.15,4.3,"Meadow","Argovian"
3.15,4.35,"Meadow","Argovian"
3.15,4.4,"Meadow","Quaternary"
3.15,4.45,"Meadow","Quaternary"
3.15,4.5,"Meadow","Quaternary"
3.15,4.55,"Meadow","Quaternary"
3.15,4.6,"Meadow","Quaternary"
3.15,4.65,"Pasture","Argovian"
3.15,4.7,"Pasture","Argovian"
3.15,4.75,"Pasture","Argovian"
3.15,4.8,"Meadow","Argovian"
3.15,4.85,"Meadow","Argovian"
3.15,4.9,"Meadow","Argovian"
3.15,4.95,"Meadow","Argovian"
3.15,5,"Meadow","Sequanian"
3.15,5.05,"Tillage","Sequanian"
3.15,5.1,"Tillage","Sequanian"
3.15,5.15,"Tillage","Quaternary"
3.15,5.2,"Tillage","Quaternary"
3.15,5.25,"Tillage","Kimmeridgian"
3.15,5.3,"Tillage","Kimmeridgian"
3.15,5.35,"Tillage","Kimmeridgian"
3.15,5.4,"Meadow","Kimmeridgian"
3.15,5.45,"Meadow","Kimmeridgian"
3.2,0.7,"Meadow","Kimmeridgian"
3.2,0.75,"Meadow","Kimmeridgian"
3.2,0.8,"Meadow","Kimmeridgian"
3.2,0.85,"Pasture","Sequanian"
3.2,0.9,"Pasture","Sequanian"
3.2,0.95,"Pasture","Sequanian"
3.2,1,"Pasture","Sequanian"
3.2,1.05,"Pasture","Sequanian"
3.2,1.1,"Meadow","Sequanian"
3.2,1.15,"Meadow","Sequanian"
3.2,1.2,"Meadow","Sequanian"
3.2,1.25,"Meadow","Sequanian"
3.2,1.3,"Meadow","Sequanian"
3.2,1.35,"Meadow","Sequanian"
3.2,1.4,"Meadow","Sequanian"
3.2,1.45,"Meadow","Sequanian"
3.2,1.5,"Meadow","Sequanian"
3.2,1.55,"Meadow","Sequanian"
3.2,1.6,"Meadow","Sequanian"
3.2,1.65,"Meadow","Sequanian"
3.2,1.7,"Forest","Sequanian"
3.2,1.75,"Forest","Sequanian"
3.2,1.8,"Forest","Sequanian"
3.2,1.85,"Forest","Kimmeridgian"
3.2,1.9,"Forest","Kimmeridgian"
3.2,1.95,"Meadow","Kimmeridgian"
3.2,2,"Meadow","Kimmeridgian"
3.2,2.05,"Meadow","Kimmeridgian"
3.2,2.1,"Meadow","Kimmeridgian"
3.2,2.15,"Meadow","Quaternary"
3.2,2.2,"Meadow","Quaternary"
3.2,2.25,"Meadow","Quaternary"
3.2,2.3,"Forest","Portlandian"
3.2,2.35,"Forest","Portlandian"
3.2,2.4,"Forest","Portlandian"
3.2,2.45,"Forest","Portlandian"
3.2,2.5,"Forest","Portlandian"
3.2,2.55,"Forest","Sequanian"
3.2,2.6,"Forest","Sequanian"
3.2,2.65,"Meadow","Sequanian"
3.2,2.7,"Meadow","Sequanian"
3.2,2.75,"Meadow","Sequanian"
3.2,2.8,"Pasture","Sequanian"
3.2,2.85,"Pasture","Sequanian"
3.2,2.9,"Pasture","Quaternary"
3.2,2.95,"Pasture","Quaternary"
3.2,3,"Meadow","Quaternary"
3.2,3.05,"Meadow","Quaternary"
3.2,3.1,"Meadow","Quaternary"
3.2,3.15,"Meadow","Kimmeridgian"
3.2,3.2,"Meadow","Kimmeridgian"
3.2,3.25,"Meadow","Kimmeridgian"
3.2,3.3,"Pasture","Kimmeridgian"
3.2,3.35,"Pasture","Kimmeridgian"
3.2,3.4,"Pasture","Kimmeridgian"
3.2,3.45,"Pasture","Kimmeridgian"
3.2,3.5,"Pasture","Kimmeridgian"
3.2,3.55,"Pasture","Kimmeridgian"
3.2,3.6,"Pasture","Kimmeridgian"
3.2,3.65,"Meadow","Kimmeridgian"
3.2,3.7,"Meadow","Kimmeridgian"
3.2,3.75,"Meadow","Sequanian"
3.2,3.8,"Meadow","Sequanian"
3.2,3.85,"Meadow","Sequanian"
3.2,3.9,"Meadow","Sequanian"
3.2,3.95,"Meadow","Sequanian"
3.2,4,"Meadow","Sequanian"
3.2,4.05,"Meadow","Argovian"
3.2,4.1,"Meadow","Argovian"
3.2,4.15,"Meadow","Argovian"
3.2,4.2,"Meadow","Argovian"
3.2,4.25,"Meadow","Argovian"
3.2,4.3,"Meadow","Argovian"
3.2,4.35,"Meadow","Argovian"
3.2,4.4,"Meadow","Quaternary"
3.2,4.45,"Meadow","Quaternary"
3.2,4.5,"Meadow","Quaternary"
3.2,4.55,"Meadow","Quaternary"
3.2,4.6,"Meadow","Quaternary"
3.2,4.65,"Pasture","Argovian"
3.2,4.7,"Pasture","Argovian"
3.2,4.75,"Pasture","Argovian"
3.2,4.8,"Meadow","Argovian"
3.2,4.85,"Meadow","Argovian"
3.2,4.9,"Meadow","Argovian"
3.2,4.95,"Meadow","Argovian"
3.2,5,"Meadow","Sequanian"
3.2,5.05,"Tillage","Sequanian"
3.2,5.1,"Tillage","Sequanian"
3.2,5.15,"Tillage","Quaternary"
3.2,5.2,"Tillage","Quaternary"
3.2,5.25,"Tillage","Kimmeridgian"
3.2,5.3,"Tillage","Kimmeridgian"
3.2,5.35,"Tillage","Kimmeridgian"
3.2,5.4,"Meadow","Kimmeridgian"
3.2,5.45,"Meadow","Kimmeridgian"
3.2,5.5,"Meadow","Kimmeridgian"
3.25,0.75,"Meadow","Kimmeridgian"
3.25,0.8,"Meadow","Kimmeridgian"
3.25,0.85,"Pasture","Kimmeridgian"
3.25,0.9,"Pasture","Kimmeridgian"
3.25,0.95,"Pasture","Kimmeridgian"
3.25,1,"Pasture","Sequanian"
3.25,1.05,"Pasture","Sequanian"
3.25,1.1,"Meadow","Sequanian"
3.25,1.15,"Meadow","Sequanian"
3.25,1.2,"Pasture","Sequanian"
3.25,1.25,"Pasture","Sequanian"
3.25,1.3,"Pasture","Sequanian"
3.25,1.35,"Meadow","Sequanian"
3.25,1.4,"Meadow","Sequanian"
3.25,1.45,"Meadow","Sequanian"
3.25,1.5,"Meadow","Sequanian"
3.25,1.55,"Meadow","Sequanian"
3.25,1.6,"Meadow","Sequanian"
3.25,1.65,"Meadow","Sequanian"
3.25,1.7,"Meadow","Sequanian"
3.25,1.75,"Meadow","Sequanian"
3.25,1.8,"Forest","Sequanian"
3.25,1.85,"Forest","Kimmeridgian"
3.25,1.9,"Forest","Kimmeridgian"
3.25,1.95,"Forest","Kimmeridgian"
3.25,2,"Forest","Kimmeridgian"
3.25,2.05,"Meadow","Kimmeridgian"
3.25,2.1,"Meadow","Kimmeridgian"
3.25,2.15,"Meadow","Quaternary"
3.25,2.2,"Meadow","Quaternary"
3.25,2.25,"Pasture","Quaternary"
3.25,2.3,"Pasture","Quaternary"
3.25,2.35,"Pasture","Quaternary"
3.25,2.4,"Forest","Portlandian"
3.25,2.45,"Forest","Portlandian"
3.25,2.5,"Forest","Portlandian"
3.25,2.55,"Forest","Kimmeridgian"
3.25,2.6,"Forest","Kimmeridgian"
3.25,2.65,"Meadow","Sequanian"
3.25,2.7,"Meadow","Sequanian"
3.25,2.75,"Meadow","Sequanian"
3.25,2.8,"Pasture","Sequanian"
3.25,2.85,"Pasture","Sequanian"
3.25,2.9,"Pasture","Quaternary"
3.25,2.95,"Pasture","Quaternary"
3.25,3,"Meadow","Quaternary"
3.25,3.05,"Meadow","Quaternary"
3.25,3.1,"Meadow","Quaternary"
3.25,3.15,"Meadow","Kimmeridgian"
3.25,3.2,"Meadow","Kimmeridgian"
3.25,3.25,"Meadow","Kimmeridgian"
3.25,3.3,"Pasture","Kimmeridgian"
3.25,3.35,"Pasture","Kimmeridgian"
3.25,3.4,"Pasture","Kimmeridgian"
3.25,3.45,"Pasture","Kimmeridgian"
3.25,3.5,"Pasture","Kimmeridgian"
3.25,3.55,"Pasture","Kimmeridgian"
3.25,3.6,"Pasture","Kimmeridgian"
3.25,3.65,"Meadow","Kimmeridgian"
3.25,3.7,"Meadow","Kimmeridgian"
3.25,3.75,"Meadow","Sequanian"
3.25,3.8,"Meadow","Sequanian"
3.25,3.85,"Meadow","Sequanian"
3.25,3.9,"Meadow","Sequanian"
3.25,3.95,"Meadow","Sequanian"
3.25,4,"Meadow","Sequanian"
3.25,4.05,"Meadow","Sequanian"
3.25,4.1,"Meadow","Sequanian"
3.25,4.15,"Meadow","Argovian"
3.25,4.2,"Meadow","Argovian"
3.25,4.25,"Meadow","Argovian"
3.25,4.3,"Meadow","Argovian"
3.25,4.35,"Meadow","Argovian"
3.25,4.4,"Meadow","Quaternary"
3.25,4.45,"Meadow","Quaternary"
3.25,4.5,"Meadow","Quaternary"
3.25,4.55,"Meadow","Quaternary"
3.25,4.6,"Meadow","Quaternary"
3.25,4.65,"Pasture","Argovian"
3.25,4.7,"Pasture","Argovian"
3.25,4.75,"Pasture","Argovian"
3.25,4.8,"Pasture","Argovian"
3.25,4.85,"Pasture","Argovian"
3.25,4.9,"Pasture","Argovian"
3.25,4.95,"Pasture","Argovian"
3.25,5,"Pasture","Argovian"
3.25,5.05,"Pasture","Sequanian"
3.25,5.1,"Pasture","Sequanian"
3.25,5.15,"Meadow","Sequanian"
3.25,5.2,"Meadow","Sequanian"
3.25,5.25,"Tillage","Kimmeridgian"
3.25,5.3,"Tillage","Kimmeridgian"
3.25,5.35,"Tillage","Kimmeridgian"
3.25,5.4,"Meadow","Kimmeridgian"
3.25,5.45,"Meadow","Kimmeridgian"
3.25,5.5,"Meadow","Kimmeridgian"
3.3,0.8,"Meadow","Kimmeridgian"
3.3,0.85,"Pasture","Kimmeridgian"
3.3,0.9,"Pasture","Kimmeridgian"
3.3,0.95,"Pasture","Kimmeridgian"
3.3,1,"Pasture","Sequanian"
3.3,1.05,"Pasture","Sequanian"
3.3,1.1,"Meadow","Sequanian"
3.3,1.15,"Meadow","Sequanian"
3.3,1.2,"Pasture","Sequanian"
3.3,1.25,"Pasture","Sequanian"
3.3,1.3,"Pasture","Sequanian"
3.3,1.35,"Meadow","Sequanian"
3.3,1.4,"Meadow","Sequanian"
3.3,1.45,"Meadow","Sequanian"
3.3,1.5,"Meadow","Sequanian"
3.3,1.55,"Meadow","Sequanian"
3.3,1.6,"Meadow","Sequanian"
3.3,1.65,"Meadow","Sequanian"
3.3,1.7,"Meadow","Sequanian"
3.3,1.75,"Meadow","Sequanian"
3.3,1.8,"Meadow","Sequanian"
3.3,1.85,"Pasture","Kimmeridgian"
3.3,1.9,"Pasture","Kimmeridgian"
3.3,1.95,"Forest","Kimmeridgian"
3.3,2,"Forest","Kimmeridgian"
3.3,2.05,"Meadow","Kimmeridgian"
3.3,2.1,"Meadow","Kimmeridgian"
3.3,2.15,"Meadow","Quaternary"
3.3,2.2,"Meadow","Quaternary"
3.3,2.25,"Pasture","Quaternary"
3.3,2.3,"Pasture","Quaternary"
3.3,2.35,"Pasture","Quaternary"
3.3,2.4,"Pasture","Portlandian"
3.3,2.45,"Pasture","Portlandian"
3.3,2.5,"Forest","Portlandian"
3.3,2.55,"Forest","Kimmeridgian"
3.3,2.6,"Forest","Kimmeridgian"
3.3,2.65,"Meadow","Sequanian"
3.3,2.7,"Meadow","Sequanian"
3.3,2.75,"Meadow","Sequanian"
3.3,2.8,"Meadow","Sequanian"
3.3,2.85,"Meadow","Sequanian"
3.3,2.9,"Meadow","Quaternary"
3.3,2.95,"Meadow","Quaternary"
3.3,3,"Meadow","Quaternary"
3.3,3.05,"Meadow","Quaternary"
3.3,3.1,"Pasture","Quaternary"
3.3,3.15,"Pasture","Quaternary"
3.3,3.2,"Pasture","Quaternary"
3.3,3.25,"Pasture","Quaternary"
3.3,3.3,"Pasture","Kimmeridgian"
3.3,3.35,"Pasture","Kimmeridgian"
3.3,3.4,"Pasture","Kimmeridgian"
3.3,3.45,"Pasture","Kimmeridgian"
3.3,3.5,"Meadow","Kimmeridgian"
3.3,3.55,"Meadow","Kimmeridgian"
3.3,3.6,"Meadow","Kimmeridgian"
3.3,3.65,"Meadow","Kimmeridgian"
3.3,3.7,"Meadow","Kimmeridgian"
3.3,3.75,"Meadow","Kimmeridgian"
3.3,3.8,"Meadow","Kimmeridgian"
3.3,3.85,"Meadow","Kimmeridgian"
3.3,3.9,"Meadow","Sequanian"
3.3,3.95,"Meadow","Sequanian"
3.3,4,"Meadow","Sequanian"
3.3,4.05,"Meadow","Sequanian"
3.3,4.1,"Meadow","Sequanian"
3.3,4.15,"Meadow","Quaternary"
3.3,4.2,"Meadow","Quaternary"
3.3,4.25,"Meadow","Quaternary"
3.3,4.3,"Meadow","Quaternary"
3.3,4.35,"Meadow","Quaternary"
3.3,4.4,"Meadow","Quaternary"
3.3,4.45,"Meadow","Quaternary"
3.3,4.5,"Meadow","Quaternary"
3.3,4.55,"Meadow","Quaternary"
3.3,4.6,"Meadow","Quaternary"
3.3,4.65,"Pasture","Quaternary"
3.3,4.7,"Pasture","Quaternary"
3.3,4.75,"Pasture","Argovian"
3.3,4.8,"Pasture","Argovian"
3.3,4.85,"Pasture","Argovian"
3.3,4.9,"Pasture","Argovian"
3.3,4.95,"Pasture","Argovian"
3.3,5,"Pasture","Argovian"
3.3,5.05,"Pasture","Sequanian"
3.3,5.1,"Pasture","Sequanian"
3.3,5.15,"Meadow","Sequanian"
3.3,5.2,"Meadow","Sequanian"
3.3,5.25,"Meadow","Sequanian"
3.3,5.3,"Tillage","Quaternary"
3.3,5.35,"Tillage","Quaternary"
3.3,5.4,"Meadow","Kimmeridgian"
3.3,5.45,"Meadow","Kimmeridgian"
3.3,5.5,"Meadow","Kimmeridgian"
3.35,0.8,"Meadow","Kimmeridgian"
3.35,0.85,"Pasture","Kimmeridgian"
3.35,0.9,"Pasture","Kimmeridgian"
3.35,0.95,"Pasture","Kimmeridgian"
3.35,1,"Pasture","Sequanian"
3.35,1.05,"Pasture","Sequanian"
3.35,1.1,"Meadow","Sequanian"
3.35,1.15,"Meadow","Sequanian"
3.35,1.2,"Pasture","Sequanian"
3.35,1.25,"Pasture","Sequanian"
3.35,1.3,"Pasture","Sequanian"
3.35,1.35,"Meadow","Sequanian"
3.35,1.4,"Meadow","Sequanian"
3.35,1.45,"Meadow","Sequanian"
3.35,1.5,"Meadow","Sequanian"
3.35,1.55,"Meadow","Sequanian"
3.35,1.6,"Meadow","Sequanian"
3.35,1.65,"Meadow","Sequanian"
3.35,1.7,"Meadow","Sequanian"
3.35,1.75,"Meadow","Sequanian"
3.35,1.8,"Meadow","Sequanian"
3.35,1.85,"Pasture","Kimmeridgian"
3.35,1.9,"Pasture","Kimmeridgian"
3.35,1.95,"Forest","Kimmeridgian"
3.35,2,"Forest","Kimmeridgian"
3.35,2.05,"Meadow","Kimmeridgian"
3.35,2.1,"Meadow","Kimmeridgian"
3.35,2.15,"Meadow","Quaternary"
3.35,2.2,"Meadow","Quaternary"
3.35,2.25,"Pasture","Quaternary"
3.35,2.3,"Pasture","Quaternary"
3.35,2.35,"Pasture","Quaternary"
3.35,2.4,"Pasture","Portlandian"
3.35,2.45,"Pasture","Portlandian"
3.35,2.5,"Forest","Portlandian"
3.35,2.55,"Forest","Kimmeridgian"
3.35,2.6,"Forest","Kimmeridgian"
3.35,2.65,"Meadow","Sequanian"
3.35,2.7,"Meadow","Sequanian"
3.35,2.75,"Meadow","Sequanian"
3.35,2.8,"Meadow","Sequanian"
3.35,2.85,"Meadow","Sequanian"
3.35,2.9,"Meadow","Quaternary"
3.35,2.95,"Meadow","Quaternary"
3.35,3,"Meadow","Quaternary"
3.35,3.05,"Meadow","Quaternary"
3.35,3.1,"Pasture","Quaternary"
3.35,3.15,"Pasture","Quaternary"
3.35,3.2,"Pasture","Quaternary"
3.35,3.25,"Pasture","Quaternary"
3.35,3.3,"Pasture","Kimmeridgian"
3.35,3.35,"Pasture","Kimmeridgian"
3.35,3.4,"Pasture","Kimmeridgian"
3.35,3.45,"Pasture","Kimmeridgian"
3.35,3.5,"Meadow","Kimmeridgian"
3.35,3.55,"Meadow","Kimmeridgian"
3.35,3.6,"Meadow","Kimmeridgian"
3.35,3.65,"Meadow","Kimmeridgian"
3.35,3.7,"Meadow","Kimmeridgian"
3.35,3.75,"Meadow","Kimmeridgian"
3.35,3.8,"Meadow","Kimmeridgian"
3.35,3.85,"Meadow","Kimmeridgian"
3.35,3.9,"Meadow","Sequanian"
3.35,3.95,"Meadow","Sequanian"
3.35,4,"Meadow","Sequanian"
3.35,4.05,"Meadow","Sequanian"
3.35,4.1,"Meadow","Sequanian"
3.35,4.15,"Meadow","Quaternary"
3.35,4.2,"Meadow","Quaternary"
3.35,4.25,"Meadow","Quaternary"
3.35,4.3,"Meadow","Quaternary"
3.35,4.35,"Meadow","Quaternary"
3.35,4.4,"Meadow","Quaternary"
3.35,4.45,"Meadow","Quaternary"
3.35,4.5,"Meadow","Quaternary"
3.35,4.55,"Meadow","Quaternary"
3.35,4.6,"Meadow","Quaternary"
3.35,4.65,"Pasture","Quaternary"
3.35,4.7,"Pasture","Quaternary"
3.35,4.75,"Pasture","Argovian"
3.35,4.8,"Pasture","Argovian"
3.35,4.85,"Pasture","Argovian"
3.35,4.9,"Pasture","Argovian"
3.35,4.95,"Pasture","Argovian"
3.35,5,"Pasture","Argovian"
3.35,5.05,"Pasture","Sequanian"
3.35,5.1,"Pasture","Sequanian"
3.35,5.15,"Meadow","Sequanian"
3.35,5.2,"Meadow","Sequanian"
3.35,5.25,"Meadow","Sequanian"
3.35,5.3,"Tillage","Quaternary"
3.35,5.35,"Tillage","Quaternary"
3.35,5.4,"Meadow","Kimmeridgian"
3.35,5.45,"Meadow","Kimmeridgian"
3.35,5.5,"Meadow","Kimmeridgian"
3.35,5.55,"Pasture","Kimmeridgian"
3.4,0.8,"Meadow","Kimmeridgian"
3.4,0.85,"Pasture","Kimmeridgian"
3.4,0.9,"Pasture","Kimmeridgian"
3.4,0.95,"Pasture","Kimmeridgian"
3.4,1,"Pasture","Sequanian"
3.4,1.05,"Pasture","Sequanian"
3.4,1.1,"Pasture","Sequanian"
3.4,1.15,"Pasture","Sequanian"
